Date,Price,Open,High,Low,Vol.,Change %
2022-01-20,1492.81,1479.81,1499.47,1474.67,163720000,0.69
2022-01-19,1482.55,1479.74,1491.0,1475.06,142260000,0.37
2022-01-18,1477.06,1473.04,1489.13,1464.41,214020000,-0.1
2022-01-17,1478.61,1523.17,1529.28,1478.61,290140000,-2.95
2022-01-14,1523.57,1523.96,1530.2,1513.17,135950000,-0.19
2022-01-13,1526.43,1533.38,1548.49,1524.66,308820000,-0.24
2022-01-12,1530.04,1498.63,1530.04,1484.93,282090000,2.02
2022-01-11,1499.74,1516.74,1519.84,1497.78,187020000,-0.99
2022-01-10,1514.7,1531.13,1537.71,1514.7,200030000,-1.14
2022-01-07,1532.24,1548.77,1550.47,1532.24,200630000,-0.82
2022-01-06,1544.95,1542.34,1554.97,1541.19,231960000,-0.07
2022-01-05,1546.01,1559.33,1562.93,1546.01,222220000,-0.82
2022-01-04,1558.87,1536.45,1562.54,1536.45,207490000,1.51
2021-12-31,1535.71,1523.58,1537.32,1523.41,183410000,1.06
2021-12-30,1519.62,1515.75,1526.2,1515.75,145700000,0.24
2021-12-29,1515.94,1525.82,1528.9,1515.94,154780000,-0.5
2021-12-28,1523.54,1518.56,1523.54,1509.58,189420000,0.59
2021-12-27,1514.55,1515.24,1517.45,1500.31,134570000,0.52
2021-12-24,1506.67,1484.51,1507.48,1481.37,197960000,1.98
2021-12-23,1477.37,1504.61,1506.43,1470.94,241490000,-1.78
2021-12-22,1504.12,1514.98,1519.74,1498.96,220180000,-0.49
2021-12-21,1511.48,1512.01,1517.69,1507.89,175780000,-0.14
2021-12-20,1513.6,1519.69,1521.62,1509.54,180130000,0.0
2021-12-17,1513.56,1513.36,1520.97,1511.19,220350000,0.22
2021-12-16,1510.17,1526.63,1526.75,1501.41,187580000,-0.61
2021-12-15,1519.42,1516.91,1525.14,1512.05,150690000,0.2
2021-12-14,1516.44,1518.39,1529.93,1513.14,170670000,-0.29
2021-12-13,1520.8,1523.74,1526.53,1517.98,166210000,0.09
2021-12-10,1519.46,1528.17,1533.23,1517.59,172570000,-0.66
2021-12-09,1529.61,1509.4,1529.61,1509.4,141320000,0.89
2021-12-08,1516.16,1515.59,1523.95,1508.69,176050000,0.23
2021-12-07,1512.62,1493.07,1512.62,1488.13,167560000,2.14
2021-12-06,1480.92,1507.45,1515.47,1464.91,264310000,-1.53
2021-12-03,1503.98,1550.81,1551.97,1503.98,237840000,-2.39
2021-12-02,1540.88,1553.21,1555.49,1540.88,155690000,-0.58
2021-12-01,1549.81,1536.67,1549.81,1531.2,183020000,0.79
2021-11-30,1537.59,1567.44,1568.09,1531.82,254250000,-0.99
2021-11-29,1553.04,1541.22,1558.86,1541.22,270840000,-0.86
2021-11-26,1566.55,1576.52,1587.0,1564.39,286510000,-0.38
2021-11-25,1572.46,1573.29,1579.56,1567.67,255690000,0.46
2021-11-24,1565.29,1534.87,1567.77,1530.61,371790000,2.1
2021-11-23,1533.12,1518.39,1533.12,1513.23,173030000,1.06
2021-11-22,1517.04,1503.19,1530.43,1502.25,274790000,1.13
2021-11-19,1500.05,1507.45,1521.63,1486.59,322630000,-0.22
2021-11-18,1503.42,1522.39,1523.19,1503.42,256830000,-1.06
2021-11-17,1519.58,1517.67,1522.5,1513.65,165540000,0.16
2021-11-16,1517.22,1527.11,1530.32,1513.5,214950000,-0.75
2021-11-15,1528.68,1534.16,1534.44,1521.94,232160000,0.05
2021-11-12,1527.94,1514.96,1529.47,1504.52,152560000,0.9
2021-11-11,1514.36,1524.73,1526.72,1503.77,258430000,-0.62
2021-11-10,1523.79,1530.69,1531.7,1518.89,204460000,-0.22
2021-11-09,1527.13,1539.25,1542.75,1524.36,210510000,-0.56
2021-11-08,1535.66,1535.12,1541.83,1528.71,219020000,0.25
2021-11-05,1531.76,1531.06,1536.47,1523.16,156550000,0.23
2021-11-04,1528.21,1531.92,1535.9,1524.54,173100000,-0.16
2021-11-03,1530.65,1526.38,1537.59,1519.39,324560000,0.61
2021-11-02,1521.35,1514.91,1522.9,1514.75,186410000,0.3
2021-11-01,1516.75,1534.17,1534.88,1513.98,252420000,-1.02
2021-10-29,1532.35,1529.42,1534.51,1521.04,197580000,0.2
2021-10-28,1529.26,1522.11,1530.77,1513.12,190780000,0.84
2021-10-27,1516.46,1487.45,1516.46,1485.12,201350000,2.28
2021-10-26,1482.62,1474.36,1483.65,1467.02,143690000,0.38
2021-10-25,1476.97,1492.35,1492.35,1476.97,202650000,-0.79
2021-10-22,1488.71,1495.32,1498.25,1486.57,127280000,-0.04
2021-10-21,1489.26,1509.05,1510.2,1489.26,166370000,-1.05
2021-10-20,1505.03,1510.38,1516.74,1486.26,182020000,-0.14
2021-10-19,1507.19,1512.1,1513.83,1503.89,142510000,-0.22
2021-10-18,1510.49,1508.88,1517.7,1505.39,167730000,0.38
2021-10-15,1504.84,1508.37,1512.61,1499.7,151730000,0.1
2021-10-14,1503.38,1504.85,1511.14,1498.21,159950000,-0.14
2021-10-13,1505.55,1512.73,1519.11,1502.19,137280000,-0.27
2021-10-12,1509.57,1514.78,1517.21,1504.24,162660000,-0.05
2021-10-11,1510.27,1481.29,1511.21,1480.31,211040000,2.28
2021-10-08,1476.54,1466.78,1476.54,1463.07,137770000,0.94
2021-10-07,1462.74,1467.95,1470.64,1460.87,142850000,0.07
2021-10-06,1461.72,1461.98,1461.98,1453.78,157610000,0.38
2021-10-05,1456.21,1446.77,1456.37,1444.49,152940000,0.87
2021-10-04,1443.61,1442.87,1446.78,1433.05,220200000,0.12
2021-10-01,1441.83,1450.9,1453.24,1438.52,188810000,-0.82
2021-09-30,1453.76,1452.76,1461.94,1452.55,118790000,0.22
2021-09-29,1450.52,1450.73,1453.66,1440.55,169810000,-0.04
2021-09-28,1451.12,1433.7,1454.79,1430.89,141160000,0.83
2021-09-27,1439.2,1462.86,1464.5,1439.2,148690000,-1.42
2021-09-24,1459.94,1460.63,1464.12,1456.89,141120000,0.12
2021-09-23,1458.23,1456.46,1466.0,1453.02,138290000,0.34
2021-09-22,1453.22,1449.44,1454.19,1440.02,122880000,0.48
2021-09-21,1446.22,1444.75,1455.71,1433.77,167220000,-0.85
2021-09-20,1458.66,1468.11,1474.66,1454.95,180840000,0.21
2021-09-17,1455.59,1452.31,1459.94,1451.38,188920000,0.46
2021-09-16,1448.98,1452.89,1454.23,1442.77,134630000,0.29
2021-09-15,1444.85,1433.17,1447.64,1432.76,130110000,0.47
2021-09-14,1438.16,1444.24,1448.71,1436.98,148170000,-0.47
2021-09-13,1444.99,1450.0,1454.72,1444.71,162870000,-0.23
2021-09-10,1448.33,1451.78,1453.81,1447.44,139150000,0.07
2021-09-09,1447.28,1432.84,1449.16,1431.55,166190000,0.95
2021-09-08,1433.71,1447.43,1448.44,1431.38,152210000,-0.72
2021-09-07,1444.1,1446.0,1454.82,1441.69,205270000,0.18
2021-09-06,1441.54,1433.03,1441.92,1429.55,208740000,1.02
2021-09-01,1426.94,1425.35,1434.73,1423.08,176640000,-0.12
2021-08-31,1428.66,1435.52,1437.38,1425.71,152480000,-0.17
2021-08-30,1431.05,1427.48,1434.25,1420.77,154140000,0.88
2021-08-27,1418.57,1403.99,1418.57,1391.88,202510000,0.43
2021-08-26,1412.45,1432.37,1433.67,1408.08,152190000,-1.12
2021-08-25,1428.51,1420.74,1430.58,1411.07,153260000,0.72
2021-08-24,1418.26,1415.71,1423.46,1406.94,203690000,0.44
2021-08-23,1412.0,1443.67,1446.73,1412.0,250640000,-2.65
2021-08-20,1450.45,1495.67,1497.03,1436.24,348770000,-3.63
2021-08-19,1505.01,1489.74,1505.01,1479.6,206500000,1.04
2021-08-18,1489.54,1493.12,1500.17,1484.26,192680000,-0.31
2021-08-17,1494.12,1508.41,1512.27,1488.74,217180000,-0.44
2021-08-16,1500.77,1490.7,1504.03,1487.52,258600000,1.11
2021-08-13,1484.25,1477.72,1484.67,1463.48,207220000,0.49
2021-08-12,1477.06,1487.1,1493.69,1477.06,184220000,-0.73
2021-08-11,1487.91,1497.13,1506.8,1487.91,245340000,-0.43
2021-08-10,1494.41,1506.5,1508.92,1490.0,185390000,-0.23
2021-08-09,1497.83,1472.78,1499.9,1467.32,206120000,1.42
2021-08-06,1476.79,1488.11,1491.52,1476.79,211700000,-0.65
2021-08-05,1486.46,1469.13,1488.79,1465.1,193620000,0.97
2021-08-04,1472.2,1476.82,1480.28,1465.66,218550000,0.16
2021-08-03,1469.87,1449.97,1469.87,1449.33,225710000,1.5
2021-08-02,1448.21,1443.6,1457.89,1438.35,198500000,0.07
2021-07-30,1447.23,1430.48,1451.45,1428.85,224340000,1.38
2021-07-29,1427.55,1419.55,1427.55,1413.59,166490000,1.42
2021-07-28,1407.5,1406.25,1415.39,1402.6,120700000,-0.17
2021-07-27,1409.85,1415.5,1423.3,1408.8,190310000,0.42
2021-07-26,1403.96,1397.01,1409.94,1384.87,152850000,0.17
2021-07-23,1401.53,1422.07,1430.43,1401.53,235470000,-1.89
2021-07-22,1428.48,1404.49,1432.43,1400.2,162700000,1.56
2021-07-21,1406.54,1415.71,1422.8,1402.42,149340000,-0.32
2021-07-20,1411.02,1379.41,1411.02,1357.31,221510000,2.68
2021-07-19,1374.15,1403.96,1413.24,1367.61,268710000,-4.44
2021-07-16,1438.05,1439.96,1446.36,1433.16,152450000,0.54
2021-07-15,1430.29,1410.3,1441.57,1402.36,189780000,1.42
2021-07-14,1410.3,1440.87,1446.13,1395.16,215230000,-2.12
2021-07-13,1440.87,1443.1,1457.05,1419.09,174500000,-0.15
2021-07-12,1443.1,1494.43,1495.92,1406.14,412550000,-3.43
2021-07-09,1494.43,1521.21,1526.35,1480.6,287670000,-1.76
2021-07-08,1521.21,1530.4,1536.51,1509.9,218880000,-1.14
2021-07-07,1538.77,1501.44,1538.77,1472.81,306580000,3.38
2021-07-06,1488.42,1557.92,1565.29,1488.42,298840000,-4.43
2021-07-05,1557.41,1559.94,1560.44,1533.18,309400000,0.18
2021-07-02,1554.59,1546.54,1558.45,1546.54,242780000,0.61
2021-07-01,1545.14,1529.09,1545.14,1525.24,253520000,1.06
2021-06-30,1529.0,1529.97,1540.9,1528.1,192680000,-0.06
2021-06-29,1529.97,1521.51,1536.96,1521.51,203550000,0.56
2021-06-28,1521.41,1502.02,1523.58,1502.02,215310000,1.41
2021-06-25,1500.3,1486.99,1500.94,1480.64,180210000,0.9
2021-06-24,1486.96,1489.51,1497.92,1482.38,175260000,-0.17
2021-06-23,1489.53,1489.27,1502.79,1485.13,197840000,0.02
2021-06-22,1489.24,1481.13,1498.12,1481.13,211640000,0.74
2021-06-21,1478.29,1481.15,1486.12,1473.11,205150000,-0.2
2021-06-18,1481.3,1461.96,1484.89,1461.96,198660000,1.33
2021-06-17,1461.91,1463.98,1469.44,1445.39,211570000,-0.25
2021-06-16,1465.58,1486.76,1487.68,1462.99,241630000,-1.44
2021-06-15,1487.04,1495.51,1498.75,1481.03,239020000,-0.57
2021-06-14,1495.51,1488.88,1504.32,1483.82,249570000,0.53
2021-06-11,1487.61,1451.43,1489.95,1448.46,264960000,2.51
2021-06-10,1451.18,1457.17,1464.4,1443.74,253440000,-0.45
2021-06-09,1457.76,1438.47,1465.93,1426.04,279950000,1.31
2021-06-08,1438.97,1481.88,1493.36,1436.72,328470000,-3.04
2021-06-07,1484.1,1508.08,1508.65,1472.1,309810000,-1.61
2021-06-04,1508.35,1504.18,1509.38,1496.36,336490000,0.26
2021-06-03,1504.37,1479.75,1506.27,1479.75,318350000,1.73
2021-06-02,1478.85,1482.92,1488.93,1469.49,277180000,-0.27
2021-06-01,1482.92,1473.28,1496.55,1473.28,255910000,0.55
2021-05-31,1474.78,1459.04,1475.09,1449.66,293020000,1.1
2021-05-28,1458.78,1437.74,1460.68,1433.55,300180000,1.49
2021-05-27,1437.38,1455.48,1457.46,1433.76,264790000,-1.22
2021-05-26,1455.11,1443.93,1456.55,1440.6,233970000,0.77
2021-05-25,1444.01,1428.42,1445.6,1427.56,209780000,0.95
2021-05-24,1430.48,1425.11,1433.59,1421.17,256210000,0.38
2021-05-21,1425.04,1424.77,1433.01,1412.78,267790000,0.01
2021-05-20,1424.92,1402.31,1424.92,1396.23,270200000,1.66
2021-05-19,1401.71,1378.97,1402.45,1378.43,279670000,1.68
2021-05-18,1378.59,1371.75,1381.36,1367.85,252830000,0.53
2021-05-17,1371.36,1381.13,1391.89,1371.22,254610000,-0.63
2021-05-14,1380.02,1370.14,1386.09,1370.14,251130000,0.72
2021-05-13,1370.18,1379.19,1385.72,1370.18,271900000,-0.72
2021-05-12,1380.17,1358.59,1380.23,1350.8,264230000,1.54
2021-05-11,1359.19,1370.71,1382.06,1359.19,262050000,-0.84
2021-05-10,1370.66,1339.75,1371.51,1335.39,302730000,2.23
2021-05-07,1340.73,1344.09,1347.8,1329.51,291440000,-0.29
2021-05-06,1344.64,1346.93,1352.57,1337.28,226860000,-0.17
2021-05-05,1346.89,1328.47,1360.76,1328.47,274660000,1.42
2021-05-04,1328.03,1312.08,1329.18,1285.9,274200000,1.2
2021-04-29,1312.28,1294.79,1312.62,1294.79,242340000,1.41
2021-04-28,1294.06,1283.81,1296.48,1280.54,206900000,0.8
2021-04-27,1283.81,1274.32,1283.95,1264.57,171780000,0.69
2021-04-26,1275.04,1301.39,1305.73,1269.78,216950000,-2.02
2021-04-23,1301.39,1271.52,1301.39,1262.89,245630000,2.35
2021-04-22,1271.53,1312.33,1317.5,1271.53,232540000,-3.13
2021-04-20,1312.68,1308.03,1331.56,1303.68,244920000,0.49
2021-04-19,1306.22,1277.11,1306.22,1271.52,210600000,2.3
2021-04-16,1276.87,1283.18,1291.37,1262.52,247670000,-0.57
2021-04-15,1284.2,1291.83,1300.84,1283.98,236680000,-0.51
2021-04-14,1290.77,1277.31,1290.77,1263.89,207520000,1.05
2021-04-13,1277.35,1278.31,1298.78,1276.74,255770000,-0.07
2021-04-12,1278.19,1254.39,1279.52,1254.39,267960000,1.99
2021-04-09,1253.26,1251.71,1256.06,1245.26,173790000,0.12
2021-04-08,1251.81,1257.75,1263.03,1249.45,161340000,-0.47
2021-04-07,1257.77,1255.36,1257.77,1248.15,213310000,0.19
2021-04-06,1255.36,1248.43,1260.35,1245.16,222980000,0.44
2021-04-05,1249.9,1240.24,1256.12,1240.24,219160000,0.96
2021-04-02,1238.03,1226.84,1243.67,1226.84,199250000,0.97
2021-04-01,1226.16,1196.62,1227.56,1196.39,222240000,2.5
2021-03-31,1196.24,1190.86,1203.18,1189.47,171900000,0.45
2021-03-30,1190.86,1180.21,1192.9,1175.9,217510000,0.91
2021-03-29,1180.07,1167.3,1182.06,1167.3,145670000,1.1
2021-03-26,1167.19,1164.38,1170.75,1143.08,172710000,0.22
2021-03-25,1164.64,1165.8,1175.86,1159.25,165900000,-0.08
2021-03-24,1165.61,1186.04,1186.04,1157.69,190250000,-1.8
2021-03-23,1186.98,1198.49,1198.49,1182.22,155690000,-0.96
2021-03-22,1198.54,1204.0,1207.28,1194.79,161300000,-0.4
2021-03-19,1203.36,1211.08,1211.08,1201.17,171420000,-0.68
2021-03-18,1211.54,1193.71,1211.54,1193.71,155170000,1.52
2021-03-17,1193.45,1188.31,1193.45,1183.83,193600000,0.47
2021-03-16,1187.84,1191.08,1192.15,1177.05,163860000,-0.25
2021-03-15,1190.86,1187.84,1194.29,1184.32,149680000,0.26
2021-03-12,1187.81,1188.74,1193.97,1184.64,147250000,-0.08
2021-03-11,1188.71,1172.94,1190.47,1172.94,167310000,1.4
2021-03-10,1172.26,1163.43,1173.58,1154.29,156010000,0.8
2021-03-09,1163.0,1169.89,1169.89,1150.18,159980000,-0.6
2021-03-08,1170.0,1175.19,1186.29,1164.78,164930000,-0.33
2021-03-05,1173.83,1174.36,1174.8,1157.45,205210000,-0.04
2021-03-04,1174.29,1195.62,1200.42,1164.63,183130000,-1.78
2021-03-03,1195.6,1194.78,1198.36,1189.14,154440000,0.07
2021-03-02,1194.71,1192.6,1203.84,1188.01,169420000,0.24
2021-03-01,1191.83,1173.72,1192.85,1173.72,191030000,1.55
2021-02-26,1173.6,1169.37,1175.4,1153.41,178990000,0.32
2021-02-25,1169.82,1168.22,1175.19,1158.06,158380000,0.23
2021-02-24,1167.18,1182.76,1192.04,1161.13,178720000,-1.29
2021-02-23,1182.47,1180.38,1191.74,1174.18,195050000,0.16
2021-02-22,1180.55,1180.48,1190.48,1172.71,175260000,-0.0
2021-02-19,1180.59,1186.7,1188.61,1168.18,166180000,-0.62
2021-02-18,1187.94,1174.8,1187.94,1162.48,183250000,1.11
2021-02-17,1174.91,1130.19,1174.91,1130.19,174120000,4.02
2021-02-09,1129.49,1092.67,1129.49,1089.85,173190000,3.38
2021-02-08,1092.59,1135.5,1136.38,1077.4,228470000,-3.78
2021-02-05,1135.5,1117.92,1135.5,1117.92,139780000,1.59
2021-02-04,1117.74,1117.52,1126.64,1103.11,155640000,-0.02
2021-02-03,1117.98,1080.23,1122.04,1080.23,204900000,3.55
2021-02-02,1079.7,1029.55,1079.87,1025.18,162840000,4.84
2021-02-01,1029.86,1048.01,1068.93,1029.21,175340000,-1.76
2021-01-29,1048.31,1009.96,1070.05,978.85,242650000,3.72
2021-01-28,1010.75,1080.83,1080.83,1008.53,282130000,-6.73
2021-01-27,1083.63,1122.92,1125.25,1073.74,241010000,-3.69
2021-01-26,1125.09,1153.94,1155.32,1107.54,236710000,-2.53
2021-01-25,1154.29,1156.55,1164.7,1149.26,198480000,-0.2
2021-01-22,1156.58,1151.3,1164.45,1147.88,210390000,0.46
2021-01-21,1151.3,1116.21,1152.9,1114.26,204600000,3.14
2021-01-20,1116.21,1108.92,1121.97,1073.13,262600000,0.8
2021-01-19,1107.32,1173.27,1173.61,1098.47,324710000,-5.63
2021-01-18,1173.34,1183.25,1188.53,1171.96,199290000,-0.75
2021-01-15,1182.2,1169.27,1185.46,1169.27,211720000,1.13
2021-01-14,1168.99,1165.22,1169.97,1156.58,229620000,0.38
2021-01-13,1164.57,1169.16,1178.44,1161.87,187360000,-0.38
2021-01-12,1169.03,1163.44,1169.38,1155.9,202520000,0.48
2021-01-11,1163.4,1148.06,1165.99,1148.06,222790000,1.35
2021-01-08,1147.86,1131.0,1156.38,1131.0,220090000,1.53
2021-01-07,1130.59,1113.88,1130.59,1113.88,215400000,1.51
2021-01-06,1113.72,1105.74,1125.63,1104.99,225230000,0.85
2021-01-05,1104.3,1090.71,1106.29,1086.07,191640000,1.14
2021-01-04,1091.87,1072.44,1097.61,1072.44,233730000,1.97
2020-12-31,1070.77,1059.16,1074.02,1058.9,136030000,1.1
2020-12-30,1059.16,1059.2,1069.5,1055.25,173020000,0.07
2020-12-29,1058.39,1054.23,1062.61,1050.05,153420000,0.39
2020-12-28,1054.23,1053.37,1063.09,1047.45,190250000,0.2
2020-12-25,1052.13,1033.86,1052.16,1026.05,161860000,1.76
2020-12-24,1033.95,1045.97,1051.56,1013.9,212710000,-1.12
2020-12-23,1045.7,1053.89,1058.91,1043.88,203330000,-0.62
2020-12-22,1052.23,1051.17,1053.81,1043.8,204620000,0.24
2020-12-21,1049.71,1038.0,1052.85,1038.0,187660000,1.26
2020-12-18,1036.65,1016.95,1037.98,1016.95,183610000,1.94
2020-12-17,1016.95,1028.63,1028.63,1015.86,226640000,-1.24
2020-12-16,1029.72,1013.66,1029.72,1013.66,178530000,1.65
2020-12-15,1013.02,1024.4,1025.34,1009.8,173340000,-1.1
2020-12-14,1024.28,1008.86,1024.28,1008.86,160380000,1.55
2020-12-11,1008.65,994.34,1008.65,994.29,127660000,1.45
2020-12-10,994.28,1004.42,1008.6,994.28,173560000,-0.97
2020-12-09,1004.03,993.61,1004.61,993.61,180900000,1.05
2020-12-08,993.61,992.01,996.64,988.71,153450000,0.16
2020-12-07,992.01,984.25,992.59,984.07,148300000,0.78
2020-12-04,984.34,985.91,988.68,983.03,182020000,-0.11
2020-12-03,985.44,980.17,986.4,978.16,183520000,0.56
2020-12-02,979.95,976.27,981.28,973.58,187860000,0.37
2020-12-01,976.35,963.57,976.44,951.92,213410000,1.08
2020-11-30,965.89,971.39,975.46,965.89,168720000,-0.54
2020-11-27,971.11,964.32,971.11,963.69,142660000,0.72
2020-11-26,964.16,960.29,964.16,953.46,156140000,0.37
2020-11-25,960.63,959.68,963.81,957.09,175120000,0.11
2020-11-24,959.61,959.99,964.53,948.67,184870000,-0.04
2020-11-23,960.03,950.98,961.35,946.14,164650000,0.96
2020-11-20,950.89,944.85,950.89,942.28,125700000,0.63
2020-11-19,944.92,938.6,945.06,936.32,166090000,0.77
2020-11-18,937.67,935.24,939.62,931.18,153570000,0.32
